function,file,string
edit_sub,edit.c,%d bytes read in\n
edit_sub,edit.c,exit
edit_sub,edit.c,list
edit_sub,edit.c,renumber
edit_sub,edit.c,help
edit_sub,edit.c,quit
edit_sub,edit.c,exit
edit_sub,edit.c,%s\n
edit_sub,edit.c,%d bytes written out to %s\n
edit_sub,edit.c,missing line number\n
edit_list,edit.c,%4d  %s\n
edit_help,edit.c,"Think \""BASIC line editor\"", and see if that'll do the trick\n"
ei_init_pb,ei_driver.c,%s%c0_mode
ei_init_pb,ei_driver.c,__%c0
ei_driver_init,ei_driver.c,I found an i82558 port name: %s %08x %08x\n
ei_driver_init,ei_driver.c,slot %d hose: %d bus: %d channel: %d controller: %d\n
ei_driver_init,ei_driver.c,%-18s %-8s  %20s
ei_driver_init,ei_driver.c,%-24s   %-8s   %24s
ei_driver_init,ei_driver.c,rx_isr_%4.4s
ei_driver_init,ei_driver.c,rx_%4.4s
ei_driver_init,ei_driver.c,ei_cmplt_rx
ei_driver_init,ei_driver.c,creating %s\n
ei_driver_init,ei_driver.c,%s pid = %x\n
ei_driver_init,ei_driver.c,[2] ref=%d fcount=%d\n
ei_software_init,ei_driver.c,ei_software_init\n
ei_software_init,ei_driver.c,txisr_%08x
ei_software_init,ei_driver.c,txwait_%4.4s
ei_software_init,ei_driver.c,No vector found port %s is running polled!\n
ei_software_init,ei_driver.c,Interrupt vector: %x.\n
ei_software_init,ei_driver.c,rx_isr_%4.4s
ei_software_init,ei_driver.c,rx_%4.4s
ei_hardware_init,ei_driver.c,ei_hardware_init\n
ei_hardware_init,ei_driver.c,Found a valid PHY at address: %x\n
ei_hardware_init,ei_driver.c,\nConnectors: %02x\n
ei_hardware_init,ei_driver.c,"PHY0: %02x, addr: %02x\n"
ei_hardware_init,ei_driver.c,"PHY1: %02x, addr: %02x\n"
ei_hardware_init,ei_driver.c,OEM flag: %02x\n
ei_hardware_init,ei_driver.c,Subsystem ID: %04x\n
ei_hardware_init,ei_driver.c,Subsystem Vendor: %04x\n
ei_hardware_init,ei_driver.c,Curveball
ei_hardware_init,ei_driver.c,Hascal
ei_hardware_init,ei_driver.c,Tornado
ei_hardware_init,ei_driver.c,Thunder
ei_hardware_init,ei_driver.c,El Nino
ei_hardware_init,ei_driver.c,Adapter type: %s\n
ei_init_device,ei_driver.c,ei_init_device\n
ei_init_device,ei_driver.c,i82558 device vendor id: %08x\n
ei_init_device,ei_driver.c,i82558 memory base address: %08x\n
ei_init_device,ei_driver.c,i82558 I/O base address: %08x\n
ei_init_device,ei_driver.c,i82558 PCI command/status reg: %08x\n
ei_init_device,ei_driver.c,"i82558 Selftest Results: %08x, %08x\n"
ei_init_device,ei_driver.c,i82558 Selftest Failed
ei_get_nirom,ei_driver.c,  eeprom word: %04x\n
ei_get_nirom,ei_driver.c,"Warning, Bad Checksum on eeprom"
ei_get_nirom,ei_driver.c,  checksum: %04x\n
ei_get_eeprom_size,ei_driver.c,EEprom address is %d bits.\n
ei_ev_write,ei_driver.c,Changing to selected mode.\n
ei_ev_write,ei_driver.c,The selected mode is illegal or incompatible.\n
ei_init_media,ei_driver.c,ei_init_media\n
ei_init_media,ei_driver.c,xppb-mode = %d\n
ei_init_media,ei_driver.c,PHY %d capabilities: %04x\n
ei_init_media,ei_driver.c,Selecting PHY %d\n
ei_init_media,ei_driver.c,Can't locate a PHY compatible with mode %d\n
ei_mdi_read,ei_driver.c,"Timeout reading MDI addr %02x, offset %02x\n"
ei_mdi_write,ei_driver.c,"Timeout writing MDI addr %02x, offset %02x\n"
ei_setup_phy,ei_driver.c,Phy ID Reg: %08x\n
ei_setup_phy,ei_driver.c,Enabling lxt970 activity led\n
ei_setup_phy,ei_driver.c,Illegal interface mode value.
ei_setup_phy,ei_driver.c,100BaseTX
ei_setup_phy,ei_driver.c,10BaseT
ei_setup_phy,ei_driver.c,full
ei_setup_phy,ei_driver.c,half
ei_setup_phy,ei_driver.c,No link
ei_setup_phy,ei_driver.c,Auto Negotiation did not complete.
ei_setup_phy,ei_driver.c,XP_PHY_ER: %04x\n
ei_setup_phy,ei_driver.c,"Auto-negotiated: %s Mbps, %s duplex\n"
ei_setup_phy,ei_driver.c,ei%c0: link %s %s: %s duplex\n
ei_setup_phy,ei_driver.c,up : Negotiated 
ei_init_tx,ei_driver.c,Command Block base: %08x\n
ei_init_rx,ei_driver.c,"RFD list: %08x, %08x\n"
ei_init_rx,ei_driver.c,"RBD list: %08x, %08x\n"
ei_read,ei_driver.c,ei_read: size: %d number: %d\n
ei_read,ei_driver.c,Callback message received.\n
ei_rx,ei_driver.c,shutting down ei_rx...\n
ei_rx,ei_driver.c,ei_rx: closed\n
ei_configure_cmd,ei_driver.c,ei_configure_cmd\n
ei_configure_cmd,ei_driver.c,ei_configure_cmd: configure done\n
ei_configure_cmd,ei_driver.c,ei_configure_cmd: ias done\n
ei_send_polled,ei_driver.c,ei_send_polled: send command: %04x\n
ei_send_polled,ei_driver.c,EI Driver: Controller must be idle or suspended for a polled command.\n
ei_send_polled,ei_driver.c,scb_status: %04x\n
ei_send_polled,ei_driver.c,scb_status: %04x\n
ei_send_polled,ei_driver.c,ei_exec_cmd: Waiting for command completion.\n
ei_send_polled,ei_driver.c,Command Complete\n
ei_send_polled,ei_driver.c,Command timeout.
ei_wait_scb,ei_driver.c,ei_wait_scb\n
ei_wait_scb,ei_driver.c,Command Unit Timeout.
ei_exec_cmd,ei_driver.c,"ei_exec_cmd: %x, %08x\n"
ei_display_state,ei_driver.c,Idle
ei_display_state,ei_driver.c,Susp
ei_display_state,ei_driver.c,Idle
ei_display_state,ei_driver.c,Susp
ei_display_state,ei_driver.c,NoRsrc
ei_display_state,ei_driver.c,Susp/noRBD
ei_display_state,ei_driver.c,NoRsrc/noRBD
ei_display_state,ei_driver.c,Rdy/noRBD
ei_display_state,ei_driver.c, Flow-ctl-pause
ei_display_state,ei_driver.c, Early-rx
ei_display_state,ei_driver.c, SW-int
ei_display_state,ei_driver.c, MDI-rw
ei_display_state,ei_driver.c, RU-not-ready
ei_display_state,ei_driver.c, CU-not-active
ei_display_state,ei_driver.c, Frame-rx
ei_display_state,ei_driver.c, Cmdblk-cplt
ei_display_state,ei_driver.c,"  RU State: %s, CU State: %s\n"
ei_interrupt,ei_driver.c,ei_interrupt\n
ei_interrupt,ei_driver.c,ei_interrupt: scb_status: %04x\n
ei_open,ei_driver.c,ei_open: Multicast: %s\n
ei_open,ei_driver.c,Display converted mc address: %02x-%02x-%02x-%02x-%02x-%02x \n
ei_open,ei_driver.c,No free command blocks.
ei_open,ei_driver.c,"ei_open: Queueing command block: %08x, cb_active: %d\n"
ei_open,ei_driver.c,"TX timeout - cb %08x, active %d"
ei_open,ei_driver.c,"ei_open: No Multicast, xppb: %08x\n"
ei_send,ei_driver.c,ei_send: buf: %08x len: %04x setup: %d\n
ei_send,ei_driver.c,No free command blocks.
ei_send,ei_driver.c,"ei_send: Queued command block: %08x, index: %d, cb_active: %d\n"
ei_send,ei_driver.c,ei_send: index %x has timer semaphore value: %d\n
ei_send,ei_driver.c,"ei_send: waiting on timer: %d, %d\n"
ei_send,ei_driver.c,ei_send: done waiting timer: %d\n
ei_send,ei_driver.c,ei_send: stopped timer: %d\n
ei_send,ei_driver.c,"TX timeout - index %d, cb %08x, sem %08x, active %d"
ei_send,ei_driver.c,ei_send: exit\n
ei_process_tx,ei_driver.c,ei_process_tx\n
ei_process_tx,ei_driver.c,ei_process_tx: command block not complete.\n
ei_process_tx,ei_driver.c,ei_process_tx: completed CB %08x\n
ei_process_tx,ei_driver.c,ei_process_tx: posting tqe %d\n
ei_process_tx,ei_driver.c,ei_process_tx: bogus index value: %x\n
ei_process_tx,ei_driver.c,ei_process_tx: Not an xmit cmd\n
ei_process_rx,ei_driver.c,ei_process_rx\n
ei_process_rx,ei_driver.c,"ei_process_rx: completed RFD: %08x, status: %04x\n"
ei_process_rx,ei_driver.c,Rx packet error.
ei_process_rx,ei_driver.c,EI Driver: No data for rx frame.\n
ei_process_rx,ei_driver.c,EI Driver: Frame doesn't fit in one rx buf.\n
ei_process_rx,ei_driver.c,ei_process_rx: calling datalink.\n
ei_process_rx,ei_driver.c,ei_process_rx: back from datalink.\n
ei_show,ei_driver.c,ei_show: stat buffer: %08x\n
ei_show,ei_driver.c,EI Driver: Timeout obtaining i82558 stats.\n
ei_show,ei_driver.c,i82558 Statistics:\n
ei_show,ei_driver.c, TX:\n
ei_show,ei_driver.c," Good Frames: %d, Max Collisions: %d, Late Collisions: %d\n"
ei_show,ei_driver.c," Underruns: %d, Lost CRS: %d, Deferred: %d\n"
ei_show,ei_driver.c," Single Coll.: %d, Multiple Coll.: %d, Total Coll.: %d\n"
ei_show,ei_driver.c, RX:\n
ei_show,ei_driver.c," Good Frames: %d, CRC errors: %d, Align errors: %d\n"
ei_show,ei_driver.c," Rx not ready: %d, Overrun: %d, Coll Detect: %d, Short Frames: %d\n"
ei_show,ei_driver.c,"\n RU Restarts: %d, CU Restarts: %d, CU Timeouts: %d\n"
ei_dump_csrs,ei_driver.c,i82558 CSRs:\n
ei_dump_csrs,ei_driver.c,  Register Base: %08x\n
ei_dump_csrs,ei_driver.c,"  scb_command: %04x, scb_status: %04x\n"
ei_dump_csrs,ei_driver.c,  scb_general_ptr: %08x\n
ei_dump_csrs,ei_driver.c,"  CU_Base: %08x, RU_Base: %08x\n"
ei_dump_csrs,ei_driver.c,Dumping internal state at: %08x\n
ei_dump_csrs,ei_driver.c,i82558 Dump Results: %02x%02x\n
ei_stop_driver,ei_driver.c,ei_stop_driver: %s\n
ei_change_mode,ei_driver.c,Normal Operating Mode
ei_change_mode,ei_driver.c,Internal loopback
ei_change_mode,ei_driver.c,External loopback
ei_change_mode,ei_driver.c,Change to %s.\n
ei_change_mode,ei_driver.c,Driver must be stopped to change mode.
ei_change_mode,ei_driver.c,Invalid mode
ei_restart_driver,ei_driver.c,ei_restart_driver: %s\n
ei_restart_ru,ei_driver.c,ei_restart_ru\n
ei_restart_ru,ei_driver.c, RU is in an unexpected state.\n
ei_restart_cu,ei_driver.c,ei_restart_cu\n
ei_restart_cu,ei_driver.c, CU is in an unexpected state.\n
ei_config,ei_driver.c,%-18s %02X-%02X-%02X-%02X-%02X-%02X
ei_config,ei_driver.c,\t%s\n
ei_setmode,ei_driver.c,"i82558 setmode: pb = %x, mode = %s, pid = %x, %s\n"
ei_setmode,ei_driver.c,"  ref = %d, fcount = %d\n"
ei_setmode,ei_driver.c,i82558 cannot enable loopback - port is in use.\n
ei_setmode,ei_driver.c,device state = %x\n
ei_setmode,ei_driver.c,[1b] ref=%x fcount = %x\n
ei_setmode,ei_driver.c,Starting i82558...\n
ei_setmode,ei_driver.c,ETHER
ei_setmode,ei_driver.c,[3] ref=%d fcount = %d\n
ei_setmode,ei_driver.c,device state = %x\n
ei_setmode,ei_driver.c,fcount=%d\n
ei_setmode,ei_driver.c,[4] ref=%d fcount = %d\n
ei_setmode,ei_driver.c,i82558 Setmode called without pb setup\n
ei_setmode,ei_driver.c,device state = %x\n
ei_setmode,ei_driver.c,[5] ref=%d fcount = %d\n
ei_setmode,ei_driver.c,Stopping i82558...\n
ei_setmode,ei_driver.c,device state = %x\n
ei_setmode,ei_driver.c,i82558 Error: setmode - illegal mode.\n
ei_setmode,ei_driver.c,"Completed setmode: mode = %s, pid = %x, %s\n"
ei_setmode,ei_driver.c,"  pb = %x, ref = %d, fcount = %d\n"
ei_setmode,ei_driver.c,"I82558 setmode failed: pid = %x, %s\n"
ei_init_port,ei_driver.c,ei_port_s
ei_init_port,ei_driver.c,ei_ready_s
ei_init_port,ei_driver.c,ei%c0.0.%d.%d.%d
ei_init_port,ei_driver.c,EI%c0
ei_init_port,ei_driver.c,ei%c0_mode
ei_init_port,ei_driver.c,I82558
ei_init_port,ei_driver.c,I82558
ei_init_port,ei_driver.c,I82558
ei_init_port,ei_driver.c,I82558
ei_shutdown,ei_driver.c,waiting for cmplt_rx_s\n
ei_shutdown,ei_driver.c,pbe not found for pb:%08x\n
ei_shutdown,ei_driver.c,Completed shutdown\n
findpbe,ei_driver.c,pbe:%08x  pbe->pb:%08x pb:%08x\n
ei_dumppb,ei_driver.c,ei pb: %08x\n
ei_dumppb,ei_driver.c,rx_isr: %08x tx_isr: %08x\n
ei_dumppb,ei_driver.c,"cbl_base: %08x, cbl_first: %08x, cbl_last: %08x\n"
ei_dumppb,ei_driver.c,cb_active: %x\n
ei_dumppb,ei_driver.c,"rfd_base: %08x, rfd_first: %08x, rfd_last: %08x\n"
ei_dumppb,ei_driver.c,"last_scb_status: %08x, last_index: %08x, last_to_index: %08x\n"
ei_dumppb,ei_driver.c,"last_cb_in/out: %08x/%08x, high water: %d\n"
ei_dumppb,ei_driver.c,command block list:\n
ei_dumppb,ei_driver.c,"cb[%d], %08x, index: %d, cmd: %x, status: %x link: %08x\n"
element,element.c,%di %sd %dl %st
element,element.c,%s\n
element,element.c,tta0
init_cpu_state_all_cpus,entry.c,init_cpu
init_cpu_state_all_cpus,entry.c,sec_init
restart_cpu,entry.c,\nCPU %d restarting\n\n
secondary_start,entry.c,WARNING...\n  CPU speed different than primary\n
secondary_start,entry.c,WARNING...\n  CPU cache size different than primary\n
boot_system,entry.c,\nCPU %d requesting primary to boot\n\n
boot_system,entry.c,\nCPU %d booting\n\n
boot_system,entry.c,booting not supported in loadable console\n
system_reset_or_error,entry.c,os_type
system_reset_or_error,entry.c,auto_action
system_reset_or_error,entry.c,\nAuto-Starting secondary partitions...\n
system_reset_or_error,entry.c,boot failure\n
system_reset_or_error,entry.c,boot failure\n
esc_nvram_init,esc_nvram_driver.c,eisa0
isp_eerom_read,esc_nvram_driver.c,"Reading eisa rom, %d bytes from %x to %x\n"
isp_eerom_read,esc_nvram_driver.c,First data = %08x %08x\n
isp_eerom_read,esc_nvram_driver.c,eisa rom read complete\n
isp_eerom_write,esc_nvram_driver.c,"Writing eisa rom, %d bytes from %x to %x\n"
isp_eerom_write,esc_nvram_driver.c,First data = %08x %08x\n
isp_eerom_write,esc_nvram_driver.c,isa rom write complete\n
ipr_open,ev5_ipr_driver.c,ipr_driver
ipr_open,ev6_ipr_driver.c,ipr_driver
ipr_write,ev6_ipr_driver.c,APR register %0x write not implemented.\n
eval_cmd,eval.c,ib io id ix b o d x
eval_cmd,eval.c,%*.*X
ev_init,ev_driver.c,evlock
ev_init,ev_driver.c,evlock_init_ev
ev_init,ev_driver.c,bootdef_dev
ev_init,ev_driver.c,boot_dev
ev_init,ev_driver.c,"%c%d.%d-%d, "
ev_init,ev_driver.c,%c%d.%d-%d %s %s
ev_init,ev_driver.c,version
ev_init,ev_driver.c,"OpenVMS PALcode %c%d.%02d-%d, Tru64 UNIX PALcode %c%d.%02d-%d"
ev_init,ev_driver.c,"OpenVMS PALcode %c%d.%02d-%d, Digital UNIX PALcode %c%d.%02d-%d"
ev_init_ev,ev_driver.c,ev_init_ev: ev_write failure\n
ev_init_ev,ev_driver.c,ev_init_ev: ev_locate failure\n
ev_validate_table,ev_driver.c,bad value - valid selections:\n
ev_validate_table,ev_driver.c,        %s\n
ew_init_pb,ew_driver.c,%s%c0_mode
ew_init_pb,ew_driver.c,__%c0
tu_driver_init,ew_driver.c,I found a tulip port name: %s %08x %08x\n
tu_driver_init,ew_driver.c,slot %d hose: %d bus: %d channel: %d controller: %d\n
tu_driver_init,ew_driver.c,%02X-%02X-%02X-%02X-%02X-%02X
tu_driver_init,ew_driver.c,%-18s %-8s  %20s
tu_driver_init,ew_driver.c,%-24s   %-8s   %24s
tu_driver_init,ew_driver.c,rx_isr_%4.4s
tu_driver_init,ew_driver.c,rx_%4.4s
tu_driver_init,ew_driver.c,ew_cmplt_rx
tu_driver_init,ew_driver.c,creating %s\n
tu_driver_init,ew_driver.c,%s pid = %x\n
tu_driver_init,ew_driver.c,[2] ref=%d fcount=%d\n
tu_software_init,ew_driver.c,tu_software_init\n
tu_software_init,ew_driver.c,txisr_%08x
tu_software_init,ew_driver.c,No vector found port %s is running polled!\n
tu_software_init,ew_driver.c,%4.4s_mode
tu_software_init,ew_driver.c,rx_isr_%4.4s
tu_software_init,ew_driver.c,rx_%4.4s
tu_hardware_init,ew_driver.c,tu_hardware_init\n
tu_hardware_init,ew_driver.c,Station Address: %02x-%02x-%02x-%02x-%02x-%02x\n
tu_hardware_init,ew_driver.c,Station Address: %02x-%02x-%02x-%02x-%02x-%02x\n
tu_dump_csrs,ew_driver.c,TULIP CSRS:\n
tu_dump_csrs,ew_driver.c,  Register Base: %08x\n\n
tu_dump_csrs,ew_driver.c,  EISA ID: %08x\n\n
tu_dump_csrs,ew_driver.c,  EBC: %02x REG0: %02x REG1: %02x REG2: %02x REG3: %02x\n\n
tu_dump_csrs,ew_driver.c,  CFID: %08x CFCS: %08x CFRV: %08x\n
tu_dump_csrs,ew_driver.c,  CFLT: %08x CBIO: %08x\n\n
tu_dump_csrs,ew_driver.c,  CSR0: %08x CSR1: %08x CSR2: %08x\n
tu_dump_csrs,ew_driver.c,  CSR3: %08x CSR4: %08x CSR5: %08x\n
tu_dump_csrs,ew_driver.c,  CSR6: %08x CSR7: %08x CSR8: %08x\n
tu_dump_csrs,ew_driver.c,  CSR9: %08x CSR10:%08x CSR11:%08x\n
tu_dump_csrs,ew_driver.c,  CSR12:%08x CSR13:%08x CSR14:%08x\n
tu_dump_csrs,ew_driver.c,  CSR15:%08x\n
tu_get_nirom,ew_driver.c,tu_get_nirom\n
tu_get_nirom,ew_driver.c,tu_get_nirom\n
tu_get_nirom,ew_driver.c,tu_get_nirom\n
tu_get_nirom,ew_driver.c,tu_get_nirom\n
tu_get_nirom,ew_driver.c,tu_get_nirom\n
tu_get_nirom,ew_driver.c,tu_get_nirom\n
microwire_nirom,ew_driver.c,DE500-AA
microwire_nirom,ew_driver.c,DE500-BA
microwire_nirom,ew_driver.c,DE500-FA
microwire_nirom,ew_driver.c,DE500-XA
microwire_nirom,ew_driver.c,P2SEPLUS
tu_check_nirom,ew_driver.c,tu_check_nirom\n
tu_check_micro,ew_driver.c,tu_check_micro\n
tu_init_device,ew_driver.c,tu_init_device\n
tu_init_device,ew_driver.c,Tulip device vendor id: %08x\n
tu_init_device,ew_driver.c,Tulip I/O base address: %08x\n
tu_init_device,ew_driver.c,Tulip memory base address: %08x\n
tu_init_device,ew_driver.c,Tulip command/status reg: %08x\n
tu_init_tx,ew_driver.c,xmt descriptor: %08x\n
tu_init_tx,ew_driver.c,xmt_buf_no: %d\n
tu_init_tx,ew_driver.c,xmt_mod: %08x xmt_rem: %08x\n
tu_init_rx,ew_driver.c,rcv descriptor: %08x\n
tu_init_rx,ew_driver.c,rcv_buf_no: %d\n
tu_init_rx,ew_driver.c,rcv_mod: %08x rcv_rem: %08x\n
tu_init_st,ew_driver.c,Filter:\n
tu_init_st,ew_driver.c,%08x %08x\n
tu_interrupt,ew_driver.c,tu_interrupt\n
tu_interrupt,ew_driver.c,TU PCI Bus Error :CSR5: %08x\n
tu_show,ew_driver.c,Status counts:\n
tu_show,ew_driver.c,ti: %d tps: %d tu: %d tjt: %d unf: %d ri: %d ru: %d\n
tu_show,ew_driver.c,rps: %d rwt: %d at: %d fd: %d lnf: %d se: %d tbf: %d\n
tu_show,ew_driver.c,tto: %d lkf: %d ato: %d nc: %d oc: %d\n
tu_send,ew_driver.c,SEND: buf: %08x len: %08x setup: %d\n
tu_out,ew_driver.c,Out: buf: %08x len: %08x setup: %d\n
tu_out,ew_driver.c,"tu_out: No descriptors available, cb_ref = %d\n"
tu_out,ew_driver.c,  tx_index_in = %x\n
tu_out,ew_driver.c,  tx_index_out = %x\n
tu_out,ew_driver.c,  status tdes%d:%08x\n
tu_out,ew_driver.c,Transmit queued %08x: %08x %08x %08x %08x\n
tu_out,ew_driver.c,Out: buf: %08x len: %08x setup: %d\n
tu_out,ew_driver.c,No descriptors available\n
tu_out,ew_driver.c,tx_index_in = %x\n
tu_out,ew_driver.c,tx_index_out = %x\n
tu_out,ew_driver.c,status tdes%d:%08x\n
tu_out,ew_driver.c,Transmit queued %08x: %08x %08x %08x %08x\n
tu_open,ew_driver.c,Display converted mc address: %02x-%02x-%02x-%02x-%02x-%02x \n
tu_read,ew_driver.c,tu_read: size: %d number: %d\n
tu_read,ew_driver.c,Callback message received.\n
tu_rx,ew_driver.c,shutting down tu_rx...\n
tu_rx,ew_driver.c,tu_rx: closed\n
tu_process_rx,ew_driver.c,Processing Receive %08x: %08x %08x %08x %08x\n
tu_process_rx,ew_driver.c,Receive error RDES %08x: %08x %08x %08x %08x\n
tu_process_rx,ew_driver.c,BAD CRC\n
tu_process_rx,ew_driver.c,rdes: %08x pkt: %08x len: %08x\n
tu_process_tx,ew_driver.c,Processing transmit %08x: %08x %08x %08x %08x\n
tu_stop_driver,ew_driver.c,tu_stop_driver: %s\n
tu_change_mode,ew_driver.c,Change to Normal Operating Mode.\n
tu_change_mode,ew_driver.c,Change to Normal Operating Mode.\n
tu_change_mode,ew_driver.c,Change mode to Internal loopback.\n
tu_change_mode,ew_driver.c,Change mode to Internal loopback.\n
tu_change_mode,ew_driver.c,Change mode to External loopback.\n
tu_change_mode,ew_driver.c,%4.4s_mode
tu_change_mode,ew_driver.c,Twisted-Pair
tu_change_mode,ew_driver.c,%4.4s_mode
tu_change_mode,ew_driver.c,"Full Duplex, Twisted-Pair"
tu_change_mode,ew_driver.c,%4.4s_mode
tu_change_mode,ew_driver.c,%4.4s_mode
tu_change_mode,ew_driver.c,Invalid mode\n
tu_restart_driver,ew_driver.c,tu_restart_driver: %s\n
tu_tx_count,ew_driver.c,Processing transmit ERROR %08x: %08x %08x %08x %08x\n
tu_read_mode,ew_driver.c,%4.4s_mode
tu_read_mode,ew_driver.c,Auto-Neg
tu_read_mode,ew_driver.c,FastFD
tu_read_mode,ew_driver.c,Fast
tu_read_mode,ew_driver.c,Auto-Neg
tu_read_mode,ew_driver.c,FastFD
tu_read_mode,ew_driver.c,Fast
tu_ev_write,ew_driver.c,Auto-Neg
tu_ev_write,ew_driver.c,FastFD
tu_ev_write,ew_driver.c,Fast
tu_ev_write,ew_driver.c,Auto-Neg
tu_ev_write,ew_driver.c,FastFD
tu_ev_write,ew_driver.c,Fast
tu_ev_write,ew_driver.c,Change mode to auto negotiate \n
tu_ev_write,ew_driver.c,FastFD
tu_ev_write,ew_driver.c,Twisted-Pair
tu_ev_write,ew_driver.c,Auto Negotiation not supported. 
tu_ev_write,ew_driver.c,Unsupported mode. 
tu_ev_write,ew_driver.c,Fast
tu_ev_write,ew_driver.c,Change mode to 
tu_ev_write,ew_driver.c,"Full Duplex, "
tu_ev_write,ew_driver.c,Twisted Pair.\n
tu_ev_write,ew_driver.c,Unsupported mode. 
tu_ev_write,ew_driver.c,Fast
tu_ev_write,ew_driver.c,Change mode to 
tu_ev_write,ew_driver.c,BNC.\n
tu_ev_write,ew_driver.c,AUI.\n
tu_ev_write,ew_driver.c,Change mode to 
tu_ev_write,ew_driver.c,FAST.\n
tu_ev_write,ew_driver.c,Change mode to 
tu_ev_write,ew_driver.c,FAST Full Duplex.\n
tu_ev_write,ew_driver.c,Change mode to 
tu_ev_write,ew_driver.c,Auto-Sensing.\n
tu_check_mode,ew_driver.c,Check Mode: %d lkf: %d ato: %d nc: %d oc: %d\n
tu_switch_con,ew_driver.c,Switching network %s to Twisted pair.\n
tu_switch_con,ew_driver.c,Switching network %s to Twisted Pair Full Duplex.\n
tu_switch_con,ew_driver.c,Switching network %s to AUI Thick.\n
tu_switch_con,ew_driver.c,Switching network %s to AUI BNC.\n
tu_switch_con,ew_driver.c,Switching network %s to Twisted pair.\n
tu_init_media,ew_driver.c,tu_init_media\n
tu_init_media,ew_driver.c,tupb-mode = %d\n
tu_init_media,ew_driver.c,Starting Auto-Negotiate\t
tu_config,ew_driver.c,%-18s %02X-%02X-%02X-%02X-%02X-%02X
tu_config,ew_driver.c,\t%s\n
turbo_tu_setmode,ew_driver.c,"TULIP setmode: pb = %x, mode = %s, pid = %x, %s\n"
turbo_tu_setmode,ew_driver.c,"  ref = %d, fcount = %d\n"
turbo_tu_setmode,ew_driver.c,TULIP cannot enable loopback - port is in use.\n
turbo_tu_setmode,ew_driver.c,device state = %x\n
turbo_tu_setmode,ew_driver.c,[1b] ref=%x fcount = %x\n
turbo_tu_setmode,ew_driver.c,Starting TULIP...\n
turbo_tu_setmode,ew_driver.c,Tulip is not emulated\n
turbo_tu_setmode,ew_driver.c,ETHER
turbo_tu_setmode,ew_driver.c,[3] ref=%d fcount = %d\n
turbo_tu_setmode,ew_driver.c,device state = %x\n
turbo_tu_setmode,ew_driver.c,fcount=%d\n
turbo_tu_setmode,ew_driver.c,[4] ref=%d fcount = %d\n
